Age,Type,Origin,RarityScore
54,1,5,0.965362
55,2,3,0.961399
55,0,1,0.970219
55,2,6,0.981245
55,0,3,0.981245
56,4,6,0.963883
56,4,5,0.981448
56,1,3,0.977057
56,3,4,0.983644
56,1,6,0.968274
57,1,0,0.968452
57,4,1,0.988171
57,2,2,0.959688
57,4,5,0.979407
58,4,3,0.979505
58,3,1,0.981696
58,4,2,0.970739
58,4,6,0.966357
58,1,5,0.966357
58,3,6,0.968548
58,3,5,0.990461
58,2,2,0.961974
59,2,5,0.960078
59,1,0,0.968806
59,0,2,0.98408
59,4,2,0.970988
60,4,0,0.973196
60,2,0,0.97757
61,1,1,0.981936
61,2,3,0.962166
61,3,3,0.966559
61,0,1,0.975346
62,0,4,0.984326
62,2,4,0.995263
62,4,2,0.971202
62,4,1,0.988701
62,3,3,0.966827
62,0,3,0.979951
62,1,2,0.977764
62,4,3,0.979951
62,0,5,0.979951
63,1,3,0.978045
63,4,6,0.967178
63,2,5,0.958484
63,3,2,0.975872
64,2,2,0.960655
64,4,3,0.98026
64,3,1,0.982438
65,3,2,0.978055
65,1,5,0.964927
65,2,4,0.99556
65,2,3,0.960551
65,0,0,0.973679
65,1,0,0.971491
65,0,6,0.980243
65,1,4,1.00431
65,3,4,0.980243
65,4,0,0.969303
66,4,0,0.96948
66,2,3,0.958563
66,3,3,0.967297
67,4,3,0.982834
67,1,0,0.971986
67,4,1,0.991513
67,1,5,0.963308
67,2,3,0.958969
67,3,3,0.967647
68,2,2,0.967827
68,1,5,0.963497
68,2,0,0.978653
69,4,2,0.974489
69,4,4,0.987453
69,2,6,0.987453
69,3,0,0.97665
70,3,6,0.968186
70,4,6,0.972499
71,0,5,0.983173
71,3,3,0.967947
71,1,6,0.965772
71,2,5,0.959246
71,0,2,0.978823
71,4,0,0.972297
71,0,1,0.974473
72,0,0,0.970457
72,4,2,0.974779
73,1,1,0.983573
73,4,1,0.992201
73,4,5,0.97926
73,0,2,0.97926
74,1,0,0.966501
74,2,3,0.962196
75,2,5,0.964073
75,3,0,0.977101
75,0,1,0.972759
76,2,0,0.983453
76,4,4,0.987843
76,0,0,0.970281
76,2,5,0.963696
76,2,6,0.992234
76,3,6,0.965891
76,3,0,0.979062
76,2,1,0.983453
77,1,2,0.974982
77,4,5,0.974982
77,3,2,0.981526
77,3,1,0.981526
77,3,6,0.964077
77,2,5,0.964077
77,3,0,0.979345
77,2,2,0.97062
78,1,3,0.9837
78,2,3,0.961792
78,1,0,0.968364
78,0,1,0.972746
78,1,6,0.968364
79,3,0,0.979291
79,2,5,0.963887
79,0,5,0.988094
79,1,6,0.968288
79,2,0,0.983693
80,0,1,0.972709
80,0,5,0.988149
80,1,5,0.966092
80,4,6,0.974915
80,2,5,0.963886
80,2,2,0.972709
81,0,2,0.981395
81,3,1,0.983621
81,4,6,0.974719
81,3,4,0.976945
81,1,0,0.968043
81,1,2,0.974719
82,0,1,0.970448
82,0,6,0.981552
82,4,3,0.983772
82,3,3,0.972669
82,1,0,0.968227
83,1,6,0.966195
83,2,6,0.990572
83,4,3,0.983924
84,1,0,0.966383
84,2,2,0.970806
84,1,2,0.973018
84,2,3,0.964172
84,1,5,0.964172
84,3,4,0.97744
85,3,6,0.966663
85,2,2,0.971067
85,4,6,0.975471
85,2,3,0.964461
86,4,6,0.975567
86,1,1,0.986578
86,1,3,0.982174
87,3,3,0.973615
87,1,2,0.973615
87,2,3,0.962651
87,0,6,0.982386
87,4,6,0.975808
88,2,0,0.984781
88,4,1,0.986965
88,0,4,0.982597
88,2,3,0.960762
88,3,5,0.989148
89,2,3,0.963239
89,4,3,0.987156
89,1,5,0.95889
89,1,3,0.980633
89,0,0,0.976285
90,4,3,0.985182
90,0,6,0.983017
90,0,5,0.989513
90,4,6,0.976521
90,3,0,0.976521
90,1,2,0.976521
90,0,1,0.970026
90,0,4,0.983017
90,2,2,0.974356
91,1,6,0.969954
91,0,2,0.980828
91,3,3,0.974303
91,2,5,0.972129
92,4,6,0.976505
92,3,4,0.980864
92,0,4,0.985223
93,1,5,0.963022
93,4,5,0.974041
93,3,4,0.982855
93,3,6,0.965226
93,0,0,0.976244
93,4,2,0.980652
94,3,6,0.965417
94,0,2,0.980811
94,2,1,0.987409
94,4,6,0.976413
95,1,5,0.963614
95,4,4,0.994205
95,3,6,0.965799
95,0,1,0.972354
95,1,6,0.972354
95,0,2,0.981094
95,3,2,0.981094
95,0,3,0.989834
96,4,2,0.979269
96,1,6,0.974936
97,1,1,0.985917
97,3,3,0.972944
97,0,4,0.985917
97,4,2,0.979431
98,3,2,0.983852
98,1,0,0.970878
98,0,3,0.990339
98,2,3,0.960067
99,1,0,0.970807
99,1,3,0.977323
99,3,0,0.977323
99,2,1,0.98601
99,0,6,0.983838
100,4,0,0.977137
100,4,3,0.9859
100,1,6,0.979328
100,2,5,0.972755
100,4,2,0.979328
100,4,6,0.979328
100,4,1,0.983709
101,3,0,0.977233
101,1,5,0.964087
101,0,6,0.985998
101,4,0,0.975042
101,1,2,0.979425
102,3,5,0.994894
102,3,0,0.977401
102,1,5,0.964282
102,2,2,0.975215
103,4,3,0.984284
103,3,3,0.973444
103,0,4,0.984284
103,0,0,0.982116
103,4,2,0.979948
103,4,4,0.995124
104,4,4,0.99519
104,0,0,0.984325
104,1,1,0.988671
104,2,3,0.960423
105,4,5,0.975805
105,0,4,0.984479
105,3,2,0.984479
105,1,3,0.977973
106,3,1,0.982286
106,3,4,0.984464
106,2,2,0.973574
106,0,5,0.984464
106,3,6,0.971396
106,4,1,0.984464
106,0,3,0.990998
106,1,2,0.982286
107,4,4,0.995452
107,3,3,0.97367
107,4,5,0.978027
107,3,4,0.986739
108,3,4,0.98694
108,1,1,0.989109
108,3,0,0.973925
108,0,4,0.984771
108,0,3,0.991278
109,4,0,0.969326
109,2,3,0.962762
109,3,2,0.984643
109,2,6,0.995583
110,3,0,0.973799
110,0,2,0.982552
110,3,2,0.98474
111,3,6,0.971961
111,0,2,0.982833
112,0,3,0.989454
112,4,0,0.967708
112,0,6,0.985105
112,2,0,0.98293
112,0,1,0.974231
113,0,2,0.982844
113,3,3,0.978466
113,2,3,0.963143
113,2,5,0.96971
113,0,3,0.991599
113,2,2,0.974088
113,1,1,0.991599
113,0,5,0.985032
114,1,6,0.978348
114,4,0,0.965127
114,3,6,0.971737
114,1,5,0.962923
114,0,6,0.984958
115,2,1,0.983038
115,2,0,0.983038
115,4,0,0.965523
115,3,5,0.993985
116,2,3,0.963219
116,2,6,0.994007
116,1,4,0.994007
116,3,5,0.994007
117,1,5,0.965813
117,0,0,0.981109
117,1,4,0.994219
117,4,5,0.978924
118,3,3,0.981073
118,0,1,0.974489
118,0,0,0.981073
118,1,2,0.985462
118,3,1,0.987657
119,3,1,0.987807
119,3,4,0.987807
119,3,6,0.970285
120,1,0,0.979284
120,4,5,0.979284
120,3,0,0.974922
121,1,6,0.97735
121,1,5,0.970834
121,1,0,0.979522
122,1,5,0.970663
122,2,1,0.981594
122,1,2,0.985966
122,0,2,0.985966
123,1,4,0.994771
123,3,6,0.97286
123,2,2,0.977242
123,2,0,0.979433
123,1,0,0.979433
123,4,0,0.968477
123,1,6,0.979433
123,4,5,0.977242
124,0,1,0.977186
124,1,3,0.979387
124,3,6,0.972784
124,4,2,0.98819
126,1,4,0.995028
126,4,5,0.979652
127,3,2,0.988483
127,3,4,0.986282
127,4,5,0.979677
127,4,1,0.98408
127,3,6,0.973073
128,2,6,0.994993
128,3,6,0.974959
128,4,2,0.986089
128,4,0,0.968281
128,0,6,0.983863
129,1,2,0.986127
130,4,0,0.968764
130,1,3,0.982035
130,2,1,0.984247
130,0,0,0.982035
130,4,2,0.984247
131,2,1,0.984091
131,0,5,0.988554
132,1,2,0.988651
132,1,6,0.981956
132,0,1,0.981956
132,1,1,0.986419
133,0,1,0.984221
133,2,2,0.979747
133,1,5,0.968563
133,1,0,0.981984
134,2,5,0.979918
134,3,1,0.988846
134,3,3,0.98215
134,0,4,0.979918
134,4,1,0.977685
134,0,1,0.984382
135,3,0,0.980234
135,1,5,0.966928
135,1,3,0.980234
135,3,5,0.991323
135,1,4,0.99354
136,2,3,0.977957
136,4,1,0.975729
136,3,6,0.977957
136,3,0,0.980185
137,1,3,0.982781
137,3,1,0.989407
137,1,5,0.967322
137,4,6,0.996032
138,2,3,0.980813
138,1,5,0.967618
138,0,2,0.98741
138,2,0,0.983012
138,0,4,0.976415
139,1,6,0.985184
139,0,1,0.985184
139,2,6,0.996229
139,0,4,0.976348
139,4,4,0.996229
139,3,3,0.982975
139,0,5,0.987393
139,2,0,0.985184
139,4,5,0.978557
140,4,5,0.976444
140,1,4,0.994118
140,3,1,0.985281
140,1,3,0.985281
140,4,3,0.994118
140,3,0,0.976444
141,2,5,0.976211
141,3,5,0.991812
141,4,5,0.976211
142,2,2,0.985223
142,3,1,0.982994
142,2,5,0.978536
142,3,3,0.985223
143,0,5,0.989992
143,4,0,0.965684
143,1,1,0.987782
144,4,1,0.97904
144,2,1,0.98125
144,3,2,0.99009
144,2,3,0.98567
144,3,1,0.98125
145,0,3,0.983489
145,4,5,0.976844
145,1,0,0.979059
145,2,1,0.983489
145,4,2,0.983489
145,2,0,0.983489
145,2,3,0.985704
146,2,5,0.976692
146,2,0,0.983382
146,1,3,0.983382
146,2,3,0.985611
146,1,4,0.994531
146,4,1,0.978922
147,1,5,0.970098
147,1,1,0.987939
147,3,3,0.981248
147,0,6,0.983478
147,2,4,0.999089
148,4,0,0.965733
148,0,0,0.976884
148,0,1,0.988036
148,0,5,0.990266
149,1,3,0.983672
149,0,2,0.992595
149,2,1,0.983672
150,0,1,0.988289
150,2,3,0.988289
150,2,5,0.97716
151,0,5,0.990613
151,2,0,0.983935
151,2,2,0.981709
151,3,6,0.986161
151,4,0,0.966126
152,0,0,0.975301
152,0,4,0.975301
152,0,1,0.988601
152,1,6,0.990817
152,4,3,0.993034
153,3,0,0.981975
153,2,5,0.979753
153,1,5,0.97531
153,0,2,0.986418
153,3,4,0.986418
153,4,0,0.968645
154,2,5,0.979694
154,3,2,0.990852
155,3,2,0.990949
155,0,6,0.984254
155,2,2,0.982022
155,1,3,0.986486
155,3,1,0.977558
155,1,2,0.997645
156,0,3,0.982119
156,4,0,0.968726
157,1,0,0.977329
157,1,5,0.972815
157,2,5,0.979586
157,2,2,0.9841
157,1,4,0.995386
158,4,0,0.968184
158,3,5,0.990858
158,3,0,0.977254
158,0,0,0.979521
158,0,6,0.984056
158,2,1,0.986324
159,2,0,0.981733
159,0,5,0.988566
159,3,5,0.990844
159,0,3,0.986289
160,2,3,0.990942
160,2,1,0.984108
160,0,4,0.98183
160,4,0,0.970439
161,2,6,0.998195
161,4,1,0.984767
161,3,6,0.987005
161,0,0,0.98029
161,3,4,0.991481
162,1,5,0.974135
162,2,2,0.982991
162,4,0,0.971921
162,2,5,0.980777
163,1,6,0.982942
163,4,0,0.974047
163,1,3,0.98739
163,2,4,0.989614
163,4,1,0.985166
163,0,4,0.978495
164,2,3,0.992042
165,0,3,0.987835
165,1,1,0.99886
165,0,4,0.97681
165,2,1,0.98563
165,1,0,0.979015
165,0,0,0.98122
166,0,5,0.98787
166,4,3,0.99671
166,1,3,0.98787
166,3,3,0.98787
166,2,0,0.98566
166,2,1,0.98566
166,0,6,0.99008
166,2,2,0.98566
167,4,4,0.992335
167,4,1,0.981259
167,4,2,0.98569
167,4,5,0.976829
167,2,6,0.99898
167,1,0,0.979044
168,1,6,0.985854
168,4,2,0.985854
168,4,1,0.981433
168,4,3,0.994696
169,4,1,0.981297
169,4,0,0.974622
169,2,0,0.983523
169,3,6,0.990198
170,2,6,0.997102
170,2,5,0.981626
170,3,2,0.997102
170,3,0,0.977204
170,0,5,0.988259
170,2,4,0.983837
171,4,0,0.97518
171,2,0,0.984006
171,2,5,0.981799
171,0,6,0.990625
172,4,6,1.00399
172,1,1,0.997384
172,4,5,0.981972
172,2,4,0.984174
173,1,2,0.999873
174,4,3,0.993124
174,3,0,0.979882
175,1,1,0.997679
175,1,0,0.986667
175,0,4,0.975655
176,0,3,0.987159
176,3,5,0.984985
176,2,0,0.984985
177,1,5,0.980653
177,3,6,0.995908
177,0,1,0.995908
177,3,3,0.98937
177,4,3,0.991549
177,0,2,0.993728
177,3,4,0.985012
178,4,2,0.989345
178,3,1,0.987157
178,0,2,0.993723
179,3,3,0.989381
179,4,1,0.9828
179,0,0,0.980606
179,1,0,0.987187
180,1,0,0.985232
180,2,5,0.983047
180,1,1,0.998339
180,4,2,0.989601
180,4,1,0.983047
180,1,6,0.983047
180,0,0,0.980863
180,3,5,0.985232
180,4,4,0.989601
181,0,6,0.987513
181,1,3,0.991883
182,2,2,0.987806
182,4,4,0.989977
182,4,0,0.983464
182,0,0,0.983464
182,3,0,0.981293
182,4,6,1.00517
183,1,5,0.979218
183,0,0,0.983561
183,1,4,1.00093
183,3,1,0.987903
184,4,1,0.983508
184,0,6,0.98787
184,1,5,0.981328
184,0,3,0.98787
185,3,4,0.985716
185,4,1,0.98353
185,0,0,0.98353
185,1,1,0.998829
185,2,5,0.985716
185,0,3,0.987901
185,1,5,0.981344
185,0,5,0.98353
185,0,4,0.979159
186,3,4,0.985742
186,2,1,0.990123
187,1,0,0.983873
187,2,6,0.996933
187,3,3,0.988226
187,3,0,0.986049
187,3,2,0.996933
187,4,5,0.983873
187,2,5,0.986049
188,0,4,0.979865
188,4,2,0.988517
188,3,1,0.992843
188,4,5,0.984191
188,3,5,0.986354
188,2,4,0.982028
188,3,4,0.984191
189,3,0,0.984288
189,4,0,0.984288
189,0,4,0.979961
190,4,5,0.983938
190,3,1,0.992703
190,0,4,0.981746
190,1,6,0.983938
190,1,2,1.00366
191,0,6,0.984109
191,2,2,0.986296
191,0,0,0.984109
191,4,3,0.99067
191,4,2,0.988483
192,3,5,0.988711
192,3,1,0.995244
192,1,3,0.997422
192,1,0,0.984356
193,3,1,0.997567
193,2,0,0.98018
193,4,5,0.9867
193,0,2,0.995393
193,3,3,0.991046
193,2,1,0.988873
193,4,3,0.991046
194,0,6,0.984771
194,2,5,0.986935
194,0,3,0.986935
194,3,4,0.984771
194,2,4,0.980442
194,3,3,0.991264
195,1,5,0.98472
195,4,4,0.989067
195,1,0,0.982546
196,2,4,0.980047
196,2,2,0.986639
196,1,5,0.984441
196,1,0,0.984441
196,0,0,0.982244
197,2,6,0.999836
197,0,1,1.00646
198,4,4,0.98883
198,0,4,0.979981
198,3,0,0.982193
198,0,3,0.98883
199,0,4,0.980077
199,0,0,0.984502
199,3,2,0.991139
199,4,0,0.984502
200,4,3,0.989091
200,4,2,0.991299
200,3,4,0.982468
200,4,4,0.989091
200,0,2,0.995714
200,2,4,0.982468
201,0,2,0.995917
201,2,2,0.984924
201,0,6,0.984924
201,1,6,0.978329
201,3,3,0.993718
201,0,3,0.987123
201,3,0,0.982726
202,2,4,0.982741
202,0,2,0.995962
202,4,5,0.987148
202,0,4,0.978334
202,3,1,1.00037
202,0,6,0.984945
202,0,5,0.987148
203,1,6,0.980462
203,3,2,0.991528
203,4,2,0.991528
204,2,2,0.987054
204,3,1,1.00039
204,2,4,0.982607
204,4,6,1.00039
205,3,6,1.00283
205,0,3,0.985158
205,3,0,0.985158
205,1,0,0.98074
206,3,5,0.987535
206,4,6,1.00076
206,3,0,0.985331
206,2,3,0.998557
207,1,0,0.981104
207,3,4,0.983304
207,1,5,0.983304
208,2,4,0.9812
208,4,4,0.9878
209,4,6,1.00118
209,2,0,0.981466
209,0,5,0.985848
210,4,4,0.986094
210,2,1,0.997002
210,2,2,0.990457
210,1,6,0.981731
211,0,5,0.988232
211,1,6,0.981658
211,4,5,0.988232
211,2,4,0.981658
211,4,2,0.990423
211,0,4,0.979467
211,1,3,1.00357
211,1,4,1.00357
211,3,0,0.988232
211,3,5,0.990423
211,4,4,0.986041
212,1,2,1.00586
212,1,6,0.981755
212,3,3,0.994903
212,0,5,0.988329
212,1,4,1.00367
212,0,4,0.979563
212,0,3,0.99052
213,3,2,0.988496
213,2,5,0.999431
213,3,5,0.990683
214,0,4,0.979665
214,4,5,0.988452
214,2,4,0.981862
214,1,2,1.00602
214,2,0,0.984058
214,0,3,0.990648
214,4,0,0.992845
214,2,3,0.999434
214,4,1,0.988452
214,3,4,0.986255
215,3,0,0.988829
215,3,4,0.986651
215,1,2,1.00625
215,4,0,0.991007
215,2,6,0.993186
215,2,4,0.982295
215,3,5,0.991007
216,3,0,0.988856
216,4,2,0.988856
216,2,1,0.997588
217,2,1,0.999728
217,4,1,0.986545
217,4,4,0.986545
218,3,4,0.984283
218,3,5,0.990903
218,4,3,0.99311
218,2,4,0.982076
218,3,6,1.00414
219,2,0,0.986813
219,0,2,0.997778
220,4,4,0.986985
220,3,3,0.99355
220,1,6,0.984797
220,3,5,0.991362
220,2,6,0.99355
220,0,4,0.982608
221,3,5,0.991459
221,0,0,0.980516
221,1,1,1.00021
221,2,3,1.0024
222,3,4,0.984989
222,0,6,0.989367
222,0,0,0.980612
222,1,6,0.984989
223,4,3,0.995975
223,1,5,0.980618
223,4,5,0.991587
223,0,2,0.993781
223,0,0,0.980618
223,3,4,0.985006
223,1,3,1.00256
223,4,4,0.9872
223,0,3,0.991587
224,0,1,0.996185
224,1,6,0.985262
225,2,1,1.0007
225,2,0,0.991978
225,4,3,0.998518
225,2,2,0.994158
225,2,3,1.0007
226,2,6,0.996602
226,3,6,1.00527
226,1,6,0.983603
226,4,5,0.990102
226,1,2,1.00743
226,1,5,0.981436
227,2,0,0.994532
228,2,0,0.994328
228,0,6,0.987758
228,3,2,0.989948
229,4,1,0.98598
229,2,0,0.992495
229,0,5,0.990324
229,4,2,0.994667
230,1,0,0.983904
230,0,5,0.99042
230,2,0,0.992592
231,0,5,0.990238
231,1,5,0.983666
231,3,5,0.99462
231,0,6,0.988047
231,1,4,1.00119
232,3,2,0.986112
232,1,1,1.00575
232,2,0,0.992657
232,4,5,0.990475
232,1,0,0.986112
233,3,3,0.994692
233,2,4,0.983688
233,3,4,0.985889
233,1,6,0.983688
234,4,3,0.999242
234,1,6,0.98387
235,0,5,0.988358
235,1,4,1.00154
235,4,6,1.00373
235,4,1,0.988358
235,1,3,1.00154
236,1,0,0.985771
236,0,6,0.990222
236,4,3,0.996897
236,1,5,0.987997
237,3,4,0.985702
237,0,3,0.996878
237,2,3,1.00135
237,4,2,0.996878
237,2,2,0.992408
237,2,6,0.996878
237,3,3,0.994643
238,2,5,1.00588
238,3,0,0.994677
238,2,4,0.983475
238,3,2,0.987956
238,0,2,0.996917
238,4,2,0.996917
238,4,6,1.00364
239,0,5,0.990145
239,4,5,0.994646
239,4,4,0.985644
239,3,3,0.996896
239,0,4,0.981144
240,2,2,0.992561
240,0,5,0.990316
240,2,5,1.00604
241,0,6,0.988167
241,4,4,0.985921
241,1,4,0.999396
241,1,5,0.985921
241,2,3,1.00164
241,4,0,0.99715
241,3,2,0.988167
242,0,4,0.985933
242,2,4,0.983682
242,1,4,0.999439
242,3,6,1.00169
242,3,0,0.997188
243,2,3,1.00189
243,4,6,1.00189
243,3,2,0.988438
243,2,1,0.999645
243,4,5,0.997404
244,3,0,0.997204
244,0,0,0.985872
244,1,6,0.983605
244,4,6,1.00174
244,2,3,1.00174
245,2,2,0.994903
245,1,0,0.98352
245,3,6,1.00173
246,1,6,0.983977
246,4,0,0.995261
247,3,4,0.990919
247,4,1,0.988667
247,4,5,0.999927
247,3,2,0.988667
248,0,2,0.997832
248,1,5,0.988842
248,1,1,1.00008
248,1,6,0.984347
249,1,3,0.998047
249,0,3,0.998047
249,0,5,0.986858
249,4,3,1.00028
250,0,6,0.991576
250,1,5,0.984891
250,4,0,0.998261
250,2,0,0.993804
251,2,2,0.996193
251,4,1,0.989522
251,2,0,0.993969
251,2,6,0.993969
251,3,5,0.998416
252,0,4,0.987063
252,1,1,1.00052
252,2,0,0.993793
252,1,4,0.99828
253,2,6,0.993613
253,1,0,0.98456
253,0,3,1.0004
254,2,1,1.00271
254,1,2,1.00725
254,3,4,0.99364
254,1,0,0.984565
255,0,0,0.989438
255,0,5,0.987185
255,0,1,0.993946
255,2,6,0.991692
255,4,4,0.987185
256,0,4,0.989693
256,3,1,1.01213
256,4,0,0.99867
256,0,1,0.991937
256,0,0,0.989693
256,2,2,0.99867
256,3,2,0.991937
257,4,2,1.00101
257,1,5,0.9853
257,2,4,0.9853
258,3,2,0.99235
258,2,5,1.00796
258,0,6,0.99458
258,4,0,0.99681
258,4,1,0.99012
259,0,4,0.988069
259,0,1,0.990294
259,2,3,0.999195
259,4,3,0.99697
259,2,6,0.990294
259,0,0,0.990294
259,3,6,1.00142
259,3,5,0.999195
260,4,4,0.990313
260,1,5,0.988083
260,3,2,0.992543
260,2,6,0.990313
260,4,1,0.990313
260,0,1,0.988083
261,1,5,0.988425
261,1,1,0.999506
262,4,0,0.996944
262,3,2,0.992443
262,2,1,1.0037
262,2,4,0.990193
262,3,1,1.0127
263,0,0,0.990051
263,4,2,1.00138
263,1,1,0.996848
263,3,3,0.996848
263,1,3,0.999113
264,0,4,0.990067
264,0,6,0.990067
264,1,4,1.00142
264,0,0,0.990067
265,0,1,0.985164
265,0,0,0.989757
265,0,2,0.998943
265,1,0,0.987461
265,4,0,0.996647
266,2,1,1.00343
266,1,2,1.01038
266,4,1,0.989522
266,2,6,0.991839
266,1,3,0.994157
267,2,2,0.996366
267,0,1,0.984699
267,4,5,0.996366
267,4,6,1.00337
267,3,4,0.994032
268,1,6,0.996668
268,1,4,1.0013
268,3,3,0.996668
268,3,0,1.01058
269,0,6,0.987933
269,4,1,0.992517
269,4,4,0.997102
269,0,0,0.990225
269,1,5,0.985641
269,1,0,0.987933
269,0,1,0.983348
270,4,0,0.994978
270,0,1,0.983541
270,0,5,0.99269
270,1,0,0.985829
270,0,2,1.00184
271,0,1,0.98383
271,3,1,1.01344
271,1,5,0.98383
271,0,3,0.999771
271,0,2,1.00205
271,3,0,1.01116
272,4,1,0.993411
272,3,6,1.00467
272,1,1,1.00017
272,1,3,0.988905
273,3,3,1.00015
273,2,3,1.00467
273,1,0,0.984307
274,4,5,0.997653
274,4,6,1.00223
274,0,6,0.990789
275,3,2,0.990804
275,4,4,1.00227
275,0,4,0.990804
276,1,6,1.00001
276,1,0,0.981622
276,4,1,0.990818
276,2,1,1.00921
276,4,4,1.00231
276,2,4,0.995416
277,4,2,1.00466
277,3,3,0.997745
277,0,5,0.990832
278,0,2,1.00051
278,0,4,0.991418
279,2,0,1.00079
279,0,0,0.996272
279,2,5,1.00531
279,3,4,0.998531
279,4,1,0.989495
279,3,5,1.01209
279,0,3,1.00079
280,2,5,1.00546
280,3,2,0.994184
280,1,3,0.987421
280,4,4,1.0032
281,4,1,0.992026
281,1,3,0.987517
281,3,2,0.994281
281,2,5,1.00555
281,1,6,0.99879
282,3,5,1.01464
282,0,1,0.983004
282,2,4,0.996563
282,4,3,1.00108
283,0,6,0.992298
283,0,1,0.983298
284,0,5,0.999017
284,1,5,0.987716
284,3,6,1.00806
284,0,4,0.989976
284,2,2,0.999017
285,3,4,0.99937
285,2,2,0.99713
285,1,4,1.00161
285,4,1,0.992648
