Age,Type,Origin,RarityScore
2573,0,5,1.81976
2694,1,3,1.81973
2685,4,4,1.8192
2692,4,3,1.81909
2539,0,6,1.81902
2611,2,6,1.81901
2611,0,2,1.81901
2689,3,2,1.81893
2689,4,2,1.81893
2689,1,3,1.81893
2689,2,0,1.81893
2688,2,0,1.81887
2687,4,3,1.81882
2683,4,1,1.81881
2570,4,4,1.81855
2682,4,2,1.81849
2554,1,0,1.81847
2606,3,6,1.81831
2659,2,0,1.8183
2609,1,5,1.81805
2609,3,6,1.81805
2661,0,6,1.81804
2605,1,1,1.81799
2691,4,1,1.81796
2690,1,3,1.81791
2604,1,2,1.81781
2657,0,6,1.81744
2634,2,4,1.81742
2681,1,3,1.81715
2632,1,5,1.81697
2583,3,3,1.81695
2583,0,0,1.81695
2652,4,4,1.81693
2652,3,2,1.81693
2602,0,5,1.81686
2629,1,5,1.81677
2624,0,6,1.81663
2707,0,5,1.81646
2503,1,5,1.81641
2579,0,0,1.81629
2628,1,6,1.81625
2621,0,6,1.81619
2564,2,4,1.81614
2704,0,5,1.8161
2502,1,5,1.81602
2651,2,4,1.81595
2651,0,3,1.81595
2595,0,6,1.81592
2577,0,0,1.81551
2594,0,3,1.81545
2594,4,6,1.81545
2650,2,4,1.81541
2561,0,5,1.81539
2529,0,6,1.81533
2705,0,5,1.81523
2576,2,3,1.81519
2648,2,4,1.81477
2616,0,3,1.81475
2589,4,6,1.81468
2558,4,5,1.81464
2557,0,2,1.81442
2573,2,5,1.81434
2573,1,1,1.81434
2673,2,2,1.81408
2673,4,1,1.81408
2641,4,4,1.81404
2671,4,1,1.81396
2571,1,1,1.81394
2672,3,2,1.81376
2639,4,4,1.81361
2611,0,6,1.81331
2611,0,3,1.81331
2684,0,5,1.81311
2525,0,3,1.81298
2607,3,4,1.81253
2553,0,5,1.81244
