Age,Type,Origin,RarityScore
36,0,6,0.973005
36,1,2,0.988548
36,0,0,0.979222
36,1,1,0.976114
37,0,0,0.979673
37,3,4,0.991996
38,2,1,0.980036
38,1,3,0.989224
39,3,3,0.965302
39,0,5,0.962267
39,3,1,0.98048
40,4,6,0.99
40,4,0,0.969
41,3,2,0.981354
41,2,1,0.978372
41,2,5,0.975389
41,4,6,0.990303
41,4,2,0.975389
42,3,3,0.96736
42,1,6,0.98788
42,3,2,0.982017
42,3,0,0.979086
43,3,3,0.967907
43,4,3,0.97372
43,3,0,0.979534
43,3,6,0.988254
43,2,0,0.97372
44,1,4,0.979977
44,0,4,0.997271
44,2,5,0.977095
44,0,3,0.968448
45,0,2,0.971946
45,2,3,0.969096
45,4,2,0.977647
46,0,3,0.969953
46,4,1,0.97556
46,4,3,0.972757
46,0,1,0.981167
46,4,4,0.97556
47,3,3,0.970894
47,1,0,0.984646
47,1,1,0.979146
47,0,0,0.981896
47,1,6,0.987397
47,4,6,0.990147
47,1,3,0.987397
48,4,1,0.976944
48,0,3,0.968781
48,0,4,0.993272
49,4,3,0.972201
49,1,1,0.977572
49,1,0,0.985629
49,3,0,0.980258
50,0,2,0.975356
50,4,1,0.978021
50,3,1,0.980686
50,0,0,0.983351
50,4,2,0.980686
51,1,2,0.989044
51,3,6,0.991688
51,0,3,0.967888
51,2,6,0.98111
51,0,6,0.973177
51,4,1,0.975821
52,2,3,0.971237
52,2,5,0.981681
52,4,4,0.976459
52,1,5,0.981681
53,4,0,0.971731
53,3,1,0.979505
54,0,3,0.969856
54,4,5,0.990328
54,4,0,0.972415
55,0,2,0.97806
55,1,6,0.990729
55,2,4,0.985662
55,0,1,0.980594
56,3,3,0.972993
56,4,3,0.975541
56,2,3,0.972993
57,4,5,0.99107
57,4,0,0.973282
58,2,3,0.973378
58,3,6,0.991215
58,1,6,0.991215
58,3,5,0.983571
58,0,2,0.975926
58,2,5,0.981023
59,2,6,0.983694
59,3,4,0.999025
59,4,4,0.976029
60,1,2,0.983889
60,0,3,0.973667
60,3,2,0.986444
60,2,1,0.986444
60,4,0,0.968556
61,3,5,0.983941
61,2,2,0.98651
61,0,5,0.971095
61,2,0,0.981372
61,1,0,0.989079
62,4,4,0.97874
62,2,6,0.986507
62,0,3,0.973561
62,0,5,0.970972
63,4,3,0.973554
63,0,2,0.973554
63,3,6,0.994378
64,0,6,0.984012
64,1,5,0.984012
65,1,5,0.981589
65,3,4,0.999912
65,1,4,0.986824
65,0,4,0.997295
65,0,5,0.971119
65,0,6,0.984207
66,2,5,0.984401
66,2,6,0.987019
66,3,5,0.984401
66,1,5,0.981783
66,0,1,0.981783
66,0,0,0.984401
66,3,2,0.989637
66,1,4,0.987019
67,1,3,0.985035
67,2,5,0.985035
67,0,2,0.974721
67,4,4,0.979878
67,0,3,0.969563
67,3,2,0.990192
68,3,1,0.985302
68,4,0,0.969866
68,2,0,0.985302
68,0,2,0.975011
68,1,4,0.987874
69,0,5,0.975301
69,1,4,0.988134
69,2,0,0.985568
69,3,2,0.990701
69,1,6,0.993267
69,1,0,0.990701
69,2,1,0.990701
70,2,2,0.99107
70,0,5,0.975784
70,2,4,0.983427
70,1,0,0.99107
71,2,3,0.978162
71,1,5,0.980737
71,0,5,0.975588
72,3,1,0.983107
72,1,4,0.990931
72,3,5,0.985715
72,0,2,0.975284
72,4,2,0.983107
73,4,3,0.973188
73,2,3,0.978364
73,4,5,0.991306
73,0,4,0.99907
74,2,3,0.978557
75,4,0,0.967422
75,0,6,0.983281
75,4,3,0.975352
75,2,5,0.980638
75,2,2,0.988568
75,1,4,0.991211
76,0,3,0.970021
76,4,1,0.980651
76,4,6,0.999254
76,0,0,0.977994
77,4,1,0.981291
77,2,1,0.989162
78,3,2,0.986658
78,3,3,0.984027
78,1,1,0.981396
78,2,0,0.99192
79,0,1,0.989687
79,3,5,0.984464
79,4,2,0.984464
80,1,5,0.984658
80,1,6,0.995105
80,0,2,0.974211
80,0,6,0.984658
81,3,6,0.998054
81,4,3,0.979907
81,0,5,0.974722
82,2,6,0.990668
83,4,4,0.983227
83,1,1,0.983227
83,3,5,0.985794
83,0,5,0.978092
83,3,3,0.983227
84,0,1,0.991252
84,4,2,0.986143
84,2,3,0.983588
84,1,0,0.991252
84,3,3,0.983588
85,2,4,0.988821
86,1,1,0.983723
86,0,0,0.981147
86,2,0,0.994023
86,4,2,0.986298
86,3,2,0.986298
86,2,2,0.991448
86,4,1,0.983723
87,4,5,0.986334
87,0,6,0.991512
87,4,0,0.97339
88,1,2,0.991838
88,1,5,0.986686
89,0,2,0.976677
89,4,2,0.984387
89,0,0,0.986958
90,2,1,0.99498
90,2,6,0.992422
90,4,0,0.974518
90,1,3,0.989864
91,3,0,0.990339
91,2,4,0.990339
92,2,6,0.993067
92,1,0,0.990533
92,1,1,0.988
92,1,3,0.990533
92,4,0,0.975333
92,4,3,0.982933
93,3,1,0.988269
93,3,6,0.995852
93,4,6,1.00849
94,4,0,0.97593
94,2,4,0.99106
94,1,5,0.988539
95,4,3,0.983862
95,0,4,0.998921
95,0,5,0.983862
95,4,1,0.983862
96,0,5,0.983968
96,0,6,0.991518
96,4,4,0.983968
96,3,5,0.986485
96,3,0,0.991518
96,3,1,0.989001
97,1,6,0.996747
97,0,6,0.991713
97,0,1,0.989196
97,2,3,0.984161
97,2,2,0.991713
97,0,4,0.999264
97,1,0,0.989196
98,2,1,0.999259
98,0,3,0.976375
98,1,3,0.994174
98,1,1,0.991631
99,4,3,0.984196
99,0,3,0.97911
99,1,2,0.991825
99,2,2,0.989282
99,3,5,0.986739
100,1,5,0.989552
100,3,3,0.987015
100,2,4,0.99209
101,2,2,0.98967
101,1,5,0.98967
101,4,1,0.992214
102,3,4,1.00494
102,4,2,0.989479
102,4,4,0.986902
102,1,2,0.994632
102,3,1,0.989479
103,2,5,0.987011
103,4,4,0.989594
103,2,2,0.989594
104,3,6,1.00289
104,0,0,0.990099
104,4,2,0.990099
104,1,3,0.995216
104,0,1,0.987541
105,3,1,0.992852
105,2,1,0.99797
105,2,6,0.992852
105,4,4,0.990293
106,2,0,0.990564
106,1,4,0.998223
107,4,1,0.990986
107,0,2,0.980848
107,1,2,0.990986
107,4,5,0.988452
107,3,3,0.985917
108,4,1,0.991255
108,0,1,0.991255
108,2,0,0.991255
108,1,2,0.991255
108,2,6,0.993784
109,2,3,0.989001
109,1,0,0.989001
109,4,0,0.983956
109,1,3,0.99657
110,0,5,0.981625
110,4,3,0.981625
110,3,2,0.994242
110,0,2,0.984148
110,4,0,0.984148
111,1,1,0.994229
111,3,3,0.986601
112,1,1,0.994493
112,2,4,0.991956
113,3,5,0.992226
113,4,5,0.992226
113,4,4,0.997288
114,4,3,0.980494
114,1,3,0.995426
114,2,3,0.98796
114,1,4,1.0004
115,0,3,0.993131
115,0,2,0.988153
115,3,0,0.993131
115,1,5,0.990642
115,2,4,0.988153
116,4,5,0.993253
116,4,1,0.990757
116,0,3,0.993253
117,0,3,0.993447
117,1,2,0.990951
117,1,1,0.990951
117,4,0,0.988455
117,0,6,0.993447
117,4,3,0.980966
117,4,5,0.993447
118,1,1,0.990985
118,0,0,0.990985
118,4,0,0.988476
118,1,5,0.996003
119,3,1,0.993688
119,2,5,0.991179
119,3,4,1.01125
119,4,0,0.98867
120,0,2,0.988602
120,1,6,1.0063
120,1,2,0.991131
120,0,6,0.993659
121,0,0,0.991324
121,3,0,0.993853
122,4,0,0.989249
123,2,1,1.00456
123,2,2,0.989528
123,4,4,0.994538
123,2,5,0.987023
124,4,6,1.00495
124,2,5,0.98758
125,3,3,0.985482
125,0,0,0.990422
126,3,5,1.00032
126,0,3,0.990363
126,3,2,1.00032
126,0,5,0.99534
127,3,2,1.00057
127,4,2,0.985675
127,0,0,0.993123
127,2,6,0.998089
127,3,4,1.01299
127,3,1,0.995606
127,0,2,0.988158
128,0,0,0.991085
129,3,5,1.00102
129,4,4,0.996067
129,2,0,1.00102
129,0,4,1.00846
129,3,3,0.988633
129,1,3,1.00102
130,2,3,0.99122
130,0,3,0.993705
130,1,2,0.988736
130,2,4,0.99122
130,0,1,0.986252
131,1,0,0.998801
131,0,3,0.99382
131,3,0,0.996311
131,4,5,0.99382
131,1,1,0.99382
131,0,5,0.996311
131,3,1,0.996311
132,0,4,1.00892
132,4,1,0.98894
132,2,4,0.991437
132,3,6,1.00143
133,4,2,0.98702
133,1,6,1.01176
133,3,2,1.00186
133,2,2,0.994441
134,2,4,0.992077
134,4,5,0.994557
134,3,1,0.994557
135,3,5,1.00696
136,0,1,0.987501
136,1,3,0.999907
136,4,5,0.992464
137,0,1,0.987306
137,3,0,0.99733
137,4,5,0.992318
138,0,2,0.987596
138,2,3,0.995097
138,1,4,1.0151
138,3,0,0.997597
139,4,2,0.993127
139,2,1,1.00551
139,3,2,1.00551
140,0,4,1.0107
140,4,5,0.990933
140,1,0,1.00082
140,0,3,0.995875
140,1,3,0.998346
141,1,6,1.01333
141,0,6,1.00342
141,2,5,0.983603
141,3,3,0.993514
141,0,3,0.995991
141,3,0,0.995991
142,3,6,0.996262
142,4,0,0.998735
142,0,1,0.986374
142,2,5,0.983902
142,3,4,1.00862
143,1,0,1.00375
143,3,5,1.00624
143,2,2,0.996301
143,3,0,0.998786
143,3,3,0.993816
144,2,3,0.994177
144,2,5,0.984285
144,0,5,1.00407
144,3,3,0.994177
144,0,2,0.984285
144,4,6,1.01396
145,3,0,0.999809
145,4,3,0.990078
145,2,5,0.985213
145,0,0,0.997376
145,4,1,0.994943
145,2,3,0.994943
146,4,4,0.997419
146,0,1,0.985196
147,2,5,0.985283
147,4,3,0.992636
147,2,6,1.00489
147,0,5,1.00979
147,4,2,0.997538
148,2,0,1.00485
148,2,2,0.997425
148,1,2,0.992475
149,3,1,0.997619
149,3,3,0.995143
149,0,6,1.00505
150,0,2,0.982384
150,2,0,1.00494
150,2,6,1.00494
150,1,0,1.00745
150,4,3,0.994915
151,3,3,0.997535
151,4,2,0.997535
151,0,6,1.00507
151,3,5,1.00759
152,2,0,1.00539
153,0,0,0.998002
153,1,2,0.995494
153,1,5,1.00803
154,3,3,0.995858
154,4,3,0.993362
154,0,1,0.98837
154,2,1,1.01083
154,1,0,1.00834
154,0,2,0.983378
155,4,1,1.00075
155,4,6,1.00579
155,2,3,0.995709
156,1,1,1.00109
156,4,5,0.986038
156,2,0,1.0036
156,4,3,0.991056
156,2,4,1.00109
157,4,3,0.991539
157,4,0,0.99403
157,4,1,1.0015
157,0,0,1.0015
157,2,2,1.00649
157,1,2,0.996522
158,2,2,1.00419
158,0,0,1.0017
158,1,6,1.01665
159,0,5,1.00932
159,0,1,0.991827
159,1,0,1.00432
159,2,3,0.994325
159,3,0,0.999322
159,1,2,1.00182
159,4,2,1.00432
160,3,6,0.999594
160,2,5,0.98713
160,2,3,0.997101
161,3,2,1.00206
161,4,2,1.00457
162,0,6,1.0049
162,1,5,1.0074
162,2,4,1.0024
162,2,1,1.0149
162,2,5,0.984905
162,1,3,1.0049
163,3,4,1.00772
163,0,1,0.992789
163,2,4,1.00523
163,4,3,0.992789
163,4,2,1.00523
164,3,6,1.00045
164,4,3,0.992981
164,1,1,1.00294
164,2,4,1.00542
164,1,5,1.00542
164,4,2,1.00542
164,3,0,0.997959
164,3,2,0.997959
164,2,2,1.00542
164,2,0,1.0104
165,0,5,1.01304
165,1,1,1.00306
166,3,6,1.00052
166,4,1,1.00555
166,2,6,1.00806
166,2,4,1.00555
166,1,4,1.01058
167,1,2,1.00323
167,0,5,1.01329
167,3,1,1.00071
167,3,6,1.00071
167,0,6,1.00574
167,4,1,1.00826
167,4,4,1.01077
167,4,6,1.00323
168,2,5,0.985584
168,4,6,1.00327
168,3,1,1.00075
168,0,2,0.990639
169,0,2,0.990513
169,4,0,0.998152
169,3,6,0.998152
169,2,3,1.0007
169,0,3,1.00834
170,4,2,1.00578
170,0,1,0.992948
170,1,6,1.01861
170,4,4,1.01091
171,3,3,1.00092
171,3,2,0.998361
171,2,3,0.998361
171,0,3,1.0086
172,0,2,0.993736
172,4,4,1.01153
172,2,2,1.00136
172,2,5,0.986111
172,1,2,1.00898
172,4,1,1.0039
173,3,3,0.999012
173,2,5,0.986302
173,3,6,0.999012
173,0,4,1.01681
173,1,5,1.01172
173,0,1,0.993928
174,4,5,0.998941
174,2,0,1.01175
174,1,5,1.01175
174,0,2,0.993818
174,0,3,1.00919
174,0,0,1.00406
174,4,6,1.00406
174,4,3,0.998941
175,1,1,1.00696
175,4,1,1.00441
175,2,6,1.00441
176,0,1,0.9949
176,0,6,1.01001
176,4,0,1.00498
177,1,2,1.00755
177,2,6,1.00249
177,3,1,1.00502
177,4,5,0.997427
177,0,4,1.01768
178,1,5,1.01264
178,0,1,0.994788
178,2,3,0.997339
178,0,0,1.01009
178,3,2,0.99989
179,0,2,0.992747
179,2,5,0.990215
180,4,2,1.0053
180,3,4,1.01042
181,1,0,1.00806
181,2,6,1.0055
181,4,4,1.01829
182,4,3,0.998015
182,4,1,1.00057
183,1,3,1.00611
183,2,0,1.00865
183,1,4,1.01373
183,2,1,1.01882
183,1,1,1.00865
184,0,1,0.998589
184,0,2,0.993494
184,3,6,0.996041
184,3,1,1.00623
185,4,4,1.01677
186,2,6,1.00463
186,3,1,1.00964
186,1,0,1.00964
186,4,5,0.99962
186,3,3,1.00463
187,2,2,1.00984
187,2,1,1.01986
187,3,4,1.01234
188,2,5,0.987595
188,4,3,1.0001
188,4,5,1.0051
188,3,6,0.997596
189,2,5,0.987786
189,1,3,1.01029
189,1,4,1.01779
189,0,1,1.00529
189,4,5,1.00529
189,0,2,0.997788
190,2,5,0.985348
190,3,0,1.01042
190,0,2,0.997884
190,3,5,1.00541
191,3,2,0.997783
191,3,6,0.997783
191,1,1,1.01041
192,3,4,1.01289
192,1,4,1.01799
192,0,0,1.00778
193,1,3,1.01039
193,0,2,0.997569
193,3,1,1.01039
193,4,5,1.00783
194,3,6,0.995303
194,2,4,1.01577
194,2,2,1.01321
194,0,6,1.01321
194,2,3,1.00554
195,2,4,1.01574
195,1,4,1.01574
195,4,0,1.0054
195,4,6,1.01315
195,1,2,1.00023
195,1,1,1.01057
195,2,1,1.02349
195,0,6,1.01315
195,0,1,1.00799
195,3,5,1.00799
196,3,2,0.995144
196,0,2,1.00033
197,3,4,1.01361
197,0,4,1.0265
197,3,0,1.01877
197,1,5,1.00845
197,1,6,1.02135
198,4,0,1.00573
198,4,5,1.00833
198,1,3,1.00573
199,4,6,1.01406
199,3,5,1.00891
199,3,6,0.993472
199,0,3,1.01921
201,4,6,1.01458
201,4,0,1.00433
202,3,4,1.01458
202,4,5,1.00684
202,4,0,1.00426
202,1,3,1.00684
202,1,2,1.00168
203,2,3,1.00999
203,4,3,1.00234
203,4,6,1.0151
203,0,6,1.0202
204,1,4,1.01548
204,3,3,1.01801
204,1,5,1.01041
204,4,0,1.00281
204,0,5,1.02307
205,1,0,1.01549
206,4,6,1.01818
206,0,1,1.0105
206,3,1,1.01562
206,4,3,1.00538
206,2,0,1.0105
206,1,4,1.01562
207,3,2,0.995116
207,1,4,1.01312
207,3,5,1.01054
207,1,1,1.01569
207,2,3,1.01312
208,2,2,1.01834
208,3,1,1.01317
208,3,0,1.01058
208,3,5,1.01058
208,1,0,1.01317
209,4,0,1.00596
209,0,3,1.0162
209,1,1,1.0162
209,2,6,1.00084
210,0,4,1.02649
210,1,3,1.00839
210,3,2,0.995459
210,3,5,1.0058
210,2,5,0.998045
211,2,5,1.00062
211,0,2,1.00841
212,4,3,1.01144
212,3,4,1.01402
212,2,6,1.00112
212,0,0,1.0166
213,3,0,1.01435
213,4,4,1.00151
213,1,3,1.01178
213,3,2,0.998944
214,3,2,0.999136
214,4,0,1.00684
214,1,5,1.01455
215,4,6,1.01425
215,2,4,1.01686
215,1,3,1.01163
216,1,0,1.0119
216,4,1,1.0093
217,2,6,1.00408
217,0,0,1.01194
217,4,0,1.00408
218,0,5,1.02759
218,3,4,1.01691
218,4,1,1.01424
218,2,2,1.02492
218,3,3,1.02225
219,3,6,1.00087
220,2,6,1.00353
221,2,3,1.01708
221,0,6,1.0225
221,1,1,1.01437
221,2,5,1.00352
221,2,2,1.02521
222,4,1,1.01176
222,3,3,1.02264
222,3,2,1.00088
222,0,5,1.02808
222,1,6,1.0172
223,3,5,1.00671
224,2,3,1.01752
225,3,4,1.01721
225,4,5,1.00053
225,0,2,1.01999
225,2,0,1.01721
226,1,6,1.0174
226,2,6,1.0035
226,1,3,1.01184
226,3,2,1.00072
226,3,0,1.0174
226,1,2,1.01184
226,3,3,1.02574
227,2,0,1.01767
227,2,5,1.00381
228,1,6,1.01772
228,3,1,1.01493
228,4,2,1.03166
228,1,2,1.01493
229,4,1,1.01479
229,0,2,1.02043
229,1,5,1.02607
229,3,2,1.0007
230,4,2,1.03198
230,1,2,1.01515
231,4,0,1.00457
231,3,2,0.999024
231,0,0,1.01012
231,4,1,1.01567
231,3,6,1.00457
232,3,6,1.00466
232,4,3,1.013
232,4,5,0.999089
232,1,1,1.013
232,2,4,1.02135
232,3,5,1.00744
232,2,0,1.01857
233,0,0,1.01041
233,1,2,1.01598
233,3,1,1.0132
233,2,6,1.01041
233,3,5,1.00763
233,2,1,1.0299
233,2,5,1.00763
234,3,6,1.00459
234,1,0,1.01303
234,4,4,1.0074
235,1,5,1.02714
235,4,1,1.01579
235,1,2,1.01579
235,3,5,1.00728
235,3,2,0.998764
235,4,5,0.998764
236,2,0,1.01912
236,4,0,1.00509
236,4,1,1.01632
236,2,5,1.00789
236,4,4,1.0107
237,2,0,1.01939
237,1,5,1.0278
237,0,6,1.025
238,0,3,1.01959
238,3,5,1.00558
238,3,0,1.01679
238,3,2,0.997181
239,0,4,1.03104
239,0,0,1.00868
239,4,1,1.01706
239,4,2,1.03104
240,2,0,1.01726
240,2,5,1.01446
241,4,4,1.00896
241,1,3,1.01737
242,3,2,1.00062
242,4,4,1.00905
243,0,3,1.02026
243,1,6,1.01743
243,3,6,1.01176
244,1,4,1.0146
244,1,0,1.0146
244,4,4,1.0089
244,1,3,1.0203
244,1,2,1.01745
244,3,6,1.01175
245,3,3,1.03194
245,3,6,1.01489
246,4,3,1.02022
246,0,3,1.02022
246,0,0,1.00283
246,3,4,1.02601
246,1,0,1.01442
247,2,0,1.0148
247,2,6,1.00616
247,3,2,1.00039
247,1,3,1.02057
248,3,0,1.02365
249,1,0,1.0149
249,4,0,1.00909
249,2,3,1.02363
249,1,2,1.01781
249,2,4,1.02944
249,1,4,1.01781
249,2,6,1.00618
249,4,4,1.00327
250,4,5,1.00333
250,4,3,1.02083
250,0,3,1.02375
250,4,4,1.00333
250,2,5,1.015
251,0,4,1.03294
251,2,4,1.02718
251,3,0,1.02143
251,2,6,1.00704
251,3,5,1.0128
252,1,6,1.02162
253,4,3,1.02182
253,1,5,1.03045
253,4,5,1.00742
253,2,1,1.03621
253,4,0,1.01318
253,0,1,1.03909
254,0,5,1.01625
254,3,0,1.02201
254,1,6,1.02201
254,4,5,1.00762
254,2,2,1.02777
254,0,1,1.03928
255,4,5,1.00745
255,0,5,1.01906
255,2,4,1.02777
256,4,2,1.03115
256,1,6,1.02256
257,1,4,1.01989
257,3,0,1.01989
257,3,4,1.03135
258,2,4,1.02849
258,1,0,1.01693
258,2,6,1.00249
258,3,1,1.02271
259,2,6,1.00268
259,0,3,1.02001
259,2,4,1.02868
259,4,4,0.999788
259,3,5,1.02001
259,4,6,1.03735
259,2,3,1.02868
260,1,0,1.01463
260,3,5,1.02038
260,1,2,1.01463
261,1,0,1.01483
262,0,0,0.995667
262,4,4,1.00134
262,3,6,1.01552
262,1,1,1.01552
262,0,1,1.03822
263,4,6,1.03548
263,0,5,1.01552
263,1,4,1.02407
263,1,6,1.02407
263,4,4,0.998401
263,2,1,1.03263
263,4,3,1.02122
263,2,3,1.02693
264,4,4,1.00116
264,0,0,0.995427
264,1,4,1.02411
264,4,5,1.00403
264,3,1,1.02411
265,0,0,0.993396
265,1,6,1.02462
265,3,6,1.0161
266,4,3,1.02222
266,0,6,1.03349
266,0,3,1.02222
267,1,1,1.01449
267,3,2,1.00893
267,4,0,1.02005
268,1,0,1.02024
269,3,1,1.02592
269,1,1,1.01477
270,0,6,1.03464
270,0,0,0.995906
270,4,1,1.0125
271,2,5,1.01823
271,2,0,1.02376
272,3,3,1.03775
272,3,1,1.02665
272,2,6,1.01833
273,1,2,1.01575
273,0,6,1.03517
273,4,6,1.03517
273,4,0,1.0213
273,2,5,1.0213
273,2,3,1.0324
273,4,5,0.999095
273,2,2,1.04072
274,0,0,0.996965
274,4,0,1.02175
274,0,3,1.019
275,0,5,1.02478
276,2,5,1.01948
276,0,3,1.01948
276,3,4,1.03596
277,0,4,1.03318
277,3,6,1.01652
277,4,1,1.01652
277,4,3,1.02207
278,3,2,1.01393
278,4,5,1.00282
278,4,6,1.03615
279,1,1,1.01711
280,1,4,1.02843
280,4,5,1.00361
280,0,4,1.03119
280,3,1,1.02843
281,0,5,1.02594
281,4,2,1.03145
281,0,0,0.998439
281,3,0,1.02869
281,3,2,1.01769
281,4,4,1.00119
282,1,6,1.0291
282,1,1,1.01545
283,4,1,1.02367
283,2,0,1.0319
284,2,2,1.03749
285,2,6,1.02112
286,4,5,1.00738
286,0,5,1.02676
286,3,2,1.01569
286,3,1,1.02952
286,0,2,1.0489
287,1,3,1.03502
287,3,5,1.03222
287,4,4,1.00705
287,2,6,1.02103
287,1,4,1.02663
287,1,1,1.01544
288,4,5,1.00697
288,2,1,1.03229
288,2,0,1.0351
289,0,6,1.03529
289,1,1,1.0156
289,0,5,1.02404
289,0,0,1.00153
289,4,2,1.03248
290,1,1,1.01579
290,1,4,1.02423
290,3,6,1.02142
290,1,0,1.02423
290,1,5,1.0383
290,2,2,1.03549
291,4,5,1.00768
291,0,0,1.00487
291,0,5,1.02452
292,2,2,1.036
292,2,6,1.022
294,4,0,1.02267
294,2,3,1.03101
295,1,2,1.0281
295,4,2,1.03653
295,0,6,1.03653
295,0,0,1.00563
295,2,5,1.0281
295,0,4,1.03091
296,4,4,1.01739
296,0,0,1.00624
296,3,2,1.02018
297,4,4,1.01758
297,0,0,1.00643
297,3,5,1.03431
297,2,0,1.0371
298,3,1,1.03186
298,0,0,1.0069
298,2,1,1.03186
298,4,5,1.00412
298,1,1,1.01245
300,2,4,1.02891
300,2,3,1.03173
300,0,0,1.00629
301,1,2,1.03162
301,2,5,1.03162
301,4,4,1.02305
301,3,0,1.02877
301,3,6,1.03162
302,1,4,1.02904
302,0,3,1.01479
303,4,0,1.0209
303,1,0,1.03508
303,4,1,1.03508
303,1,1,1.00956
303,2,6,1.03224
304,2,6,1.03236
304,0,5,1.02098
304,4,3,1.02952
304,2,1,1.03236
305,0,4,1.03232
305,3,4,1.03806
306,4,3,1.02982
306,1,5,1.04408
306,0,0,1.00415
306,4,1,1.03553
306,2,5,1.02697
306,3,0,1.03267
307,1,4,1.0247
307,0,3,1.01059
307,1,5,1.04446
307,1,2,1.03317
307,4,4,1.01906
307,0,5,1.0247
308,4,1,1.03605
308,1,2,1.03321
309,4,2,1.04193
309,1,0,1.03909
309,3,6,1.03341
309,0,1,1.03625
309,1,5,1.04477
310,4,3,1.03043
310,3,2,1.01895
310,4,5,1.01608
310,0,1,1.03617
310,1,0,1.03617
310,1,1,1.01034
311,3,3,1.0421
311,0,5,1.02201
311,0,4,1.03062
311,1,3,1.03636
311,4,3,1.02775
312,3,2,1.0199
312,4,6,1.0369
312,4,5,1.01424
312,2,3,1.0369
312,3,1,1.0284
312,2,1,1.0284
312,4,0,1.0199
313,0,0,1.00578
313,4,4,1.02282
314,2,4,1.03408
314,1,5,1.04557
315,4,5,1.01389
315,0,0,1.00812
315,3,5,1.04567
315,1,1,1.01389
315,4,1,1.037
315,4,6,1.03989
315,1,2,1.037
316,3,4,1.04034
316,2,1,1.03176
316,4,1,1.03748
316,0,4,1.02605
316,0,3,1.01175
316,4,0,1.02033
317,4,5,1.0148
317,4,1,1.03767
317,3,2,1.01766
317,1,6,1.04339
317,3,4,1.04053
317,0,0,1.01195
317,4,3,1.03481
318,4,6,1.03773
318,2,5,1.02623
318,3,2,1.02048
319,4,5,1.01219
319,4,0,1.02366
319,3,0,1.03226
319,3,3,1.04373
320,3,5,1.0467
320,3,0,1.03228
320,1,5,1.04382
320,1,3,1.03805
321,0,3,1.01215
322,3,6,1.0383
322,0,3,1.0122
322,1,1,1.0209
322,0,6,1.0383
323,0,1,1.04152
323,3,4,1.04152
323,2,0,1.0444
323,3,6,1.03575
323,3,3,1.04729
324,2,6,1.03579
324,3,5,1.04449
324,4,2,1.04159
324,0,2,1.04449
325,2,6,1.03629
325,3,1,1.03629
326,2,5,1.03075
326,4,4,1.02787
326,1,2,1.03936
326,4,2,1.04223
327,0,6,1.03962
327,1,6,1.04535
327,2,4,1.03103
328,3,3,1.04555
328,2,2,1.03982
329,3,6,1.04008
329,4,2,1.03723
329,4,4,1.02865
329,0,1,1.03723
329,4,3,1.04008
329,1,6,1.0458
330,0,1,1.03757
330,0,3,1.01767
330,0,4,1.03189
